party,text
Groep Markuszower,"De heer Claassen (Groep Markuszower): Voorzitter. Nota bene uit een buitenlands blad moet de Kamer vernemen wat mogelijk de ideeën zijn van de minister van VRO. Volgens die minister moeten we terug met de bouwsnelheid. Perfectie is niet haalbaar. Ze heeft het over eenvoudige, gestandaardiseerde eisen. Dat is allemaal mooi, maar het gaat betekenen dat we in een klein hutje moeten gaan wonen. Ze waarschuwt Nederland dat we niet zo door kunnen gaan. Het elektriciteitsnet is overbelast en mensen moeten hun leefstijl aanpassen aan het klimaatbeleid van deze regering. Ze vergelijkt haar ervaringen met Afghanistan: beperkte middelen dwingen tot prioriteiten stellen. Maar — ik ben er bijna, voorzitter — we wonen niet in Afghanistan. We wonen in een van de rijkste landen van de wereld. Ik wil daarom voor het meireces een debat met de minister van VRO om te achterhalen wat nou precies haar prioriteiten zijn. Ik wil dat niet vernemen uit een buitenlands blad. Ook wil ik weten of dat de prioriteiten van een Kamermeerderheid zijn."
BBB,De heer Vermeer (BBB): Steun. Ik wil een aanvullend verzoek doen. Ik wil graag een brief van het kabinet als reactie op dit artikel. Die brief wil ik graag ontvangen voordat morgen het debat begint over de economische gevolgen van de oorlog in het Midden-Oosten voor Nederland. Ik wil namelijk weten of dit een breed gedragen idee is binnen het kabinet over hoe Nederlanders wel of niet beperkt zouden moeten worden in hun leven.
PVV,"De heer Chris Jansen (PVV): Dank u wel, voorzitter. Helaas ontkomen ook onze vissers niet aan de explosieve stijging van de brandstofprijzen. We hebben vanmorgen mogen vernemen dat de helft van de Nederlandse vissers, de boomkorvissers, niet zal uitvaren, omdat de kosten gewoon te hoog worden. Dus mijn verzoek is een debat. Ik had gevraagd om de minister van IenW, maar bij nader inzien is het misschien slimmer om een debat te hebben met de staatssecretaris van LVVN, om hierover van gedachten te wisselen."
Groep Markuszower,"De heer Heutink (Groep Markuszower): Voorzitter. Het is ongelofelijk zorgelijk, maar we hebben morgen een debat over de brandstofprijs. Ik heb net geprobeerd om de spreektijd met twee minuten te verhogen om het ook over dit soort dingen te kunnen hebben, die ook enorm belangrijk zijn. Maar goed, daar wordt geen steun voor verleend. Dus ja, nu geen steun, maar laten we het dan morgen maar proberen op een of andere manier."
BBB,"Mevrouw Van der Plas (BBB): Voorzitter. Als we op het debat moeten wachten dat de heer Jansen nu aanvraagt, zijn alle vissers al failliet. Morgen is er een debat over de economische gevolgen van de oorlog in het Midden-Oosten. Daar kan iedereen dit uitgebreid bij betrekken. Er is ook nog een commissiedebat Landbouw- en Visserijraad deze week. Daar kan het ook bij betrokken worden. Dus dat is beter. Als we de vissers willen redden, moeten we dat op die manier doen en niet wachten op een debat dat over een jaar ingepland wordt, hoe sympathiek het verzoek ook is."
Groep Markuszower,"Mevrouw Moinat (Groep Markuszower): Dank, voorzitter. Dank aan de heren in vak K. Ik heb vier moties. De Kamer, gehoord de beraadslaging, verzoekt de regering om binnen de beleidsondersteunende budgetten van Artikel 2 voor 2027 en 2028 rekening te houden met een verlenging van de subsidieactiviteiten van 2026 van het Armoedefonds voor het verstrekken van basisproducten aan mensen met een laag inkomen, en gaat over tot de orde van de dag. De voorzitter: Deze motie is voorgesteld door het lid Moinat. Zij krijgt nr. 95 (36800-XV). De Kamer, gehoord de beraadslaging, constaterende dat de maximale duur van de WW-uitkering momenteel 24 maanden bedraagt; overwegende dat deze duur werknemers voldoende tijd moet bieden om passend werk te vinden en financiële zekerheid te behouden tijdens de zoektocht naar nieuw werk; verzoekt de regering de maximale duur van de WW-uitkering op 24 maanden houden, en gaat over tot de orde van de dag. De voorzitter: Deze motie is voorgesteld door het lid Moinat. Zij krijgt nr. 96 (36800-XV). De Kamer, gehoord de beraadslaging, constaterende dat werken voor veel Nederlanders financieel onvoldoende loont ten opzichte van het ontvangen van een uitkering; overwegende dat een structurele verlaging van lasten op arbeid kan bijdragen aan een grotere financiële prikkel om te werken; verzoekt de regering te onderzoeken hoe lasten op arbeid structureel verlaagd kunnen worden, zodat werken netto meer oplevert dan een uitkering, en de Kamer hierover te informeren, en gaat over tot de orde van de dag. De voorzitter: Deze motie is voorgesteld door het lid Moinat. Zij krijgt nr. 97 (36800-XV). De Kamer, gehoord de beraadslaging, constaterende dat jaarlijks veel mensen deelnemen aan re-integratietrajecten met als doel terugkeer naar de arbeidsmarkt; overwegende dat het van belang is om inzicht te hebben in hoeveel deelnemers via deze trajecten duurzaam aan het werk komen; verzoekt de regering inzichtelijk te maken hoeveel mensen via re-integratietrajecten duurzaam aan het werk komen, en gaat over tot de orde van de dag. De voorzitter: Deze motie is voorgesteld door het lid Moinat. Zij krijgt nr. 98 (36800-XV). De heer Krul (CDA): Dank u wel. We hebben het voor elkaar gekregen om 56 moties en 15 amendementen in te dienen. Die moeten allemaal geapprecieerd worden. We hebben ook nog best een lijstje met dingen die in de tweede termijn terugkeren of daarin nog verder behandeld worden. Ik stel voor dat we een halfuur gaan schorsen, tot 23.50 uur. Ik heb heel veel begrip getoond. Ik hoop dat we straks wat begrip kunnen terugkrijgen, want we doen maximaal één interruptie per motie, met een korte vraag, en meer niet. Ik vraag het kabinet te appreciëren onder verwijzing naar het debat. Ik schors dan nu voor een halfuur, tot 23.50 uur."
VVD,"De heer Ellian (VVD): Dank u wel, voorzitter. Afgelopen week werd Nederland opgeschrikt door twee laffe terroristische aanslagen: één op een synagoge in Rotterdam en één op een school in Amsterdam. Ik begrijp dat er inmiddels vier verdachten zijn aangehouden. Daarvoor dank ik de politie en alle betrokkenen die daaraan hebben bijgedragen. Voorzitter. Zondagochtend sprak ik met een vertegenwoordiging uit de Joodse gemeenschap. Het trof mij dat zij tegen mij zeiden: ""Dit is wat je krijgt als je niets doet aan de voedingsbodem van antisemitisme. Dit is wat je krijgt: geweld tegen de Joodse gemeenschap."" Wat is die voedingsbodem dan? Ik en vele collega's hebben er al herhaaldelijk aandacht voor gevraagd: Joodse docenten die niet meer veilig college kunnen geven, mensen die op hun werk moeten uitleggen wat ze van Israël vinden, omdat ze Joods zijn, een hovenier die geen klusje wil doen aan een Joods object, voorstellingen die geannuleerd worden. Zo zijn er talloze voorbeelden. De Joodse gemeenschap heeft één vraag. Dat trof mij, dus die vraag stel ik, via u, voorzitter, aan de minister. Gaan we onze rug een keer recht houden? Gaan we iets doen tegen die voedingsbodem van antisemitisme?"
Lid Keijzer,"Mevrouw Keijzer (Lid Keijzer): Dank, voorzitter. Ik wil graag vragen om onder punt 7, de stemmingen over moties ingediend bij het debat over Iran, de motie-Keijzer/Markuszower op stuk nr. 662 (23432) aan te houden. De voorzitter: Op verzoek van mevrouw Keijzer stel ik voor haar motie (23432, nr. 662) aan te houden. Daartoe wordt besloten."
GroenLinks-PvdA,"Mevrouw Zalinyan (GroenLinks-PvdA): Dank, voorzitter. De inwoners van het dorp Moerdijk zitten al jaren in grote onzekerheid over hun toekomst en de toekomst van hun dorp. Dit soort besluiten zijn ingrijpend. Dat verdient een plenaire behandeling. Er was een meerderheid voor een debat, maar dat is niet ingepland en is vervallen. Bij dezen verzoek ik om een plenair debat over de toekomst van het dorp Moerdijk met de minister van Volkshuisvesting en Ruimtelijke Ordening."
DENK,"De heer Van Baarle (DENK): Voorzitter, dank u wel. Onze lokale kandidaat in Den Haag, Mourad Ouari, was aan het flyeren in Duindorp, Den Haag, werd belaagd en kreeg naar zijn hoofd geslingerd dat hij maar moest oprotten met zijn islamitische zooi. Veel kandidaten van DENK krijgen dit soort verschrikkelijke haat, racisme en islamofobe drek over zich heen. Het gaat om kandidaten die een hoofddoek dragen, kandidaten die zich willen inzetten. Wij staan naast al onze kandidaten. Van onze kandidaten blijf je af. Maar blijkbaar is in Nederland het patroon dat als je je inzet en zichtbaar moslim of islamitisch bent, je dit soort reacties krijgt. Dat moet afgelopen zijn. Daarom wil ik een debat met de minister van Binnenlandse Zaken over de bestrijding van moslimhaat in dit land."
ChristenUnie,"De heer Ceder (ChristenUnie): Ik wil het eigenlijk wel steunen, omdat het niet alleen gaat over een kandidaat met een bepaald geloof. Voor mij is een kandidaat van een politieke partij onheus bejegend. Dus steun. Ik begrijp dat er een commissiedebat is en dat dat sneller zal zijn, maar in ieder geval steun voor het verzoek."
GroenLinks-PvdA,De heer De Hoop (GroenLinks-PvdA): Voorzitter. Ook na de verkiezingen is de woningnood nog steeds een heel groot probleem. Heel veel woningzoekenden komen niet aan de beurt. Daarom lijkt het mij goed om een plenair debat te hebben met de minister van Volkshuisvesting over de woningbouwopgave in Nederland. We hebben in mei een commissiedebat gepland met de commissie Volkshuisvesting. Die zou ik willen omzetten naar een plenair debat met de minister van Volkshuisvesting over de grote woningbouwopgave in Nederland.
GroenLinks-PvdA,"De heer Stultiens (GroenLinks-PvdA): Voorzitter. We hebben een coalitieakkoord. We hebben een regeringsverklaring gehad, maar we wachten nog op de Startnota met de financiële uitwerking voor de komende vier jaar. Die schijnt eraan te komen. Dat is goed nieuws. Daarom lijkt het me verstandig om voor het meireces een plenair debat in te plannen over de Startnota, met de minister en staatssecretaris van Financiën."
GroenLinks-PvdA,"De heer Stultiens (GroenLinks-PvdA): Ja, het tweede verzoek gaat over de hypotheekrenteaftrek, een bekende aftrek. In de campagne ging het er vaak over. Er werd beloofd dat hij zou worden afgebouwd. En wat is de uitkomst? Hij wordt verruimd de komende jaren. Ook dit vraagt om een debat, met de staatssecretaris van Financiën."
JA21,"De heer Van den Berg (JA21): Dank, voorzitter. Onze leveringszekerheid is in gevaar. Gasunie waarschuwt dat de Europese Unie onvoldoende is voorbereid op een langdurige verstoring van de aardgaslevering en dat uitval van aanvoer uit Noorwegen of de Verenigde Staten tot een nieuwe gascrisis kan leiden. Topsector Energie waarschuwt tegelijk dat sabotage van leidingen, kabels en andere energie-infrastructuur allang geen theoretisch risico meer is. Terwijl die waarschuwingen er liggen, zijn de Nederlandse gasopslagen vandaag nog maar voor 7,1% gevuld en bedraagt de gemiddelde landelijke adviesprijs voor Euro 95 inmiddels €2,50 per liter. Daarom vraag ik een debat aan met de minister van Klimaat en Groene Groei over de vraag of Nederland nog wel voorbereid is op oorlog, sabotage en een langdurige verstoring van onze energieaanvoer."
D66,"De heer Klos (D66): Voorzitter. Wat mij betreft nodigen we de minister van Klimaat en Groene Groei ook uit bij het debat direct na het weekend over de gevolgen van de oorlog in het Midden-Oosten. Dan kunnen we dat gesprek daar voeren. Als er dan niet genoeg vragen zijn beantwoord, kunnen we er alsnog een apart debat over voeren. Ik ben het ermee eens dat dit debat gevoerd moet worden, maar voor nu dus geen steun."
PVV,"De heer Boon (PVV): Dank u, voorzitter. De meerderheid van de Nederlanders wil minder islam, maar de politieke en bestuurlijke elite doet het tegenovergestelde en dringt die juist verder op. We zien de iftartsunami in stadhuizen, politiebureaus, scholen en zelfs de Tweede Kamer, betaald met belastinggeld. Bestuurders buitelen over elkaar heen om hun inclusiviteit te tonen en blijven maar kruipen voor de islam. Wanneer stopt deze iftartsunami, dit kruipen voor de islam en het steeds verder opschuiven richting de sharia? Wanneer gaat de regering deze ontwikkeling eindelijk keren? Daarover wil ik graag een debat voeren."
PVV,"De heer Boon (PVV): Ja, ik heb zeker een volgend verzoek. Op 4 februari heb ik naar aanleiding van het rapport van de Taskforce Antisemitismebestrijding een debat aangevraagd over antisemitisme. Jodenhaat wordt nu elke dag opener en steeds verder genormaliseerd. Inmiddels zijn er terroristische aanslagen gepleegd op een Joodse school en synagoge. Dit is pure, diepe Jodenhaat die niemand meer kan ontkennen. We moeten zo snel mogelijk een debat voeren over de Jodenhaat die ons land is binnengedrongen. Ik wil uiterlijk volgende week een debat voeren, met daarbij ook de minister-president, want volgens de PVV is de tijd van pappen en nathouden bij Jodenhaat voorbij."
BBB,"Mevrouw Van der Plas (BBB): Voorzitter. Volgens mij staat er al een antisemitismedebat gepland. Ik kan me ook herinneren dat ik een paar weken geleden heb gevraagd om dat debat vlak voor 4 en 5 mei te houden. Volgens mij was dat al eerder. Volgens mij deed de heer Eerdmans dat ook al eerder. Daar wil ik dus even duidelijkheid over. Er staat al een antisemitismedebat, dat al eerder is aangevraagd. Daarvan hebben we gevraagd: plan dat eerder in, in ieder geval voor 4 en 5 mei. Ik zou de heer Boon willen vragen om dit dan bij het antisemitismedebat te betrekken. Dat wil de heer Boon niet. Hij wil hier een apart debat over. Dan begrijp ik niet wat het antwoord is."
JA21,"De heer Ceulemans (JA21): Ik ben het spoor compleet bijster, maar één ding staat als een paal boven water: we moeten zo snel mogelijk een debat hebben over antisemitisme en de dreiging richting de Joodse gemeenschap. Dus steun. Er staan ook nog andere verzoeken op de lijst die daar een beetje mee overlappen. Wat ons betreft voor alles steun en snel inplannen."
CDA,"De heer Krul (CDA): Voorzitter. Wat ons betreft hebben we één debat over antisemitisme voor 4 en 5 mei. Er staan meerdere verzoeken op de regeling. Er is een reeds ingepland debat. Wat ons betreft is het heel belangrijk om dat debat te voeren, maar dan als één debat. Welke we dan precies kiezen, het reeds ingeplande debat of eentje op de regeling, vinden wij iets minder belangrijk. Maar steun daarvoor."
Groep Markuszower,"Mevrouw Lammers (Groep Markuszower): Dank u wel, voorzitter. Recent heeft in Utrecht door 50 straatterroristen een aanslag plaatsgevonden op onze politiemacht. Het ging zo ver dat de politie een stadsbus heeft moeten vorderen om zichzelf te kunnen beschermen, een totale escalatie. De burgemeester van Utrecht heeft het totaal niet onder controle. We moeten nu landelijk ingrijpen en opkomen voor onze mannen en vrouwen van de politie. Daarom wil ik een plenair debat met de minister van Justitie en Veiligheid over dit straatterrorisme en de gezagscrisis in onze samenleving."
